age,gender,study_hours,attendance,prev_grade,parent_education,internet_access,extra_classes,sleep_hours,stress_level,assignments_done,library_visits,sports,part_time_job,final_grade,pass_fail,grade_category
17,Male,8.1,63.5,77,None,1,1,9.8,Medium,14,8,0,1,88.7,1,A
18,Female,6.4,88.1,59,Bachelor,1,0,6.6,Low,15,3,0,1,83.7,1,A
18,Female,3.9,60.5,73,Master,1,0,7.1,Low,6,3,0,0,64.3,1,C
16,Male,6.7,66.7,88,Bachelor,0,0,4.9,High,15,10,0,1,75.4,1,B
17,Male,2.6,80.5,83,High School,1,0,7.3,Low,3,7,1,0,71.4,1,B
18,Female,3.5,70.5,83,Bachelor,0,1,4.9,High,15,6,0,0,69.7,1,B
15,Male,9.2,91.7,69,High School,0,0,7.7,Low,16,10,1,0,100.0,1,A
15,Female,2.9,92.0,56,High School,1,1,9.6,High,1,4,0,0,64.9,1,C
19,Male,4.7,40.6,98,Bachelor,1,1,5.2,Low,15,5,0,0,87.3,1,A
17,Male,8.9,86.7,49,Master,1,0,8.6,Medium,3,14,0,1,85.7,1,A
17,Male,7.1,67.6,74,High School,1,1,4.1,Low,6,2,1,0,82.6,1,A
19,Female,0.6,99.3,59,Master,1,1,6.3,Medium,17,13,0,1,91.5,1,A
18,Male,1.5,69.0,57,None,1,1,4.7,Low,5,14,0,1,54.7,1,C
17,Female,0.1,99.2,84,High School,1,0,6.1,Low,17,5,0,0,81.9,1,A
15,Female,6.3,85.3,83,None,1,0,5.0,High,6,12,0,1,72.1,1,B
15,Female,4.5,54.9,66,Bachelor,1,0,6.2,Low,1,7,0,0,58.4,1,C
16,Female,1.3,72.3,98,Master,1,0,6.5,Low,18,9,0,0,91.9,1,A
17,Male,9.6,99.5,98,Bachelor,1,1,5.8,Low,8,13,1,0,100.0,1,A
18,Female,5.3,91.5,88,High School,0,1,7.9,Medium,3,12,1,0,94.7,1,A
19,Female,2.4,45.8,75,None,1,1,9.5,High,13,10,0,0,63.8,1,C
19,Male,5.0,82.4,62,High School,1,1,6.4,High,4,8,1,0,76.3,1,B
18,Female,6.8,60.7,71,Bachelor,1,1,5.2,Low,6,2,0,1,78.8,1,B
21,Male,0.8,40.4,49,Master,0,0,5.6,Low,7,7,1,0,38.0,0,F
20,Female,2.7,64.2,50,Master,1,1,9.1,Medium,14,11,0,0,74.1,1,B
16,Male,8.1,54.1,77,High School,1,0,7.4,Low,18,2,0,0,89.5,1,A
19,Female,4.6,89.1,45,High School,1,1,6.7,High,10,1,0,0,75.1,1,B
17,Male,5.5,60.2,98,None,1,0,4.9,High,19,4,1,0,78.6,1,B
16,Female,4.3,89.7,80,Bachelor,0,0,6.7,Medium,3,13,0,1,66.6,1,B
17,Female,0.4,40.0,86,High School,1,1,5.7,Medium,17,3,0,0,59.0,1,C
21,Male,1.7,58.5,73,None,1,1,9.7,High,13,12,0,0,70.9,1,B
15,Male,4.5,54.5,75,High School,1,1,9.3,Medium,5,4,0,1,65.6,1,B
16,Male,2.1,54.0,76,Master,1,1,4.5,Low,15,5,1,1,73.0,1,B
19,Male,0.5,44.1,56,None,0,0,7.1,Low,17,14,0,0,52.2,1,C
16,Female,8.4,51.2,79,None,1,1,5.4,Medium,0,2,1,0,67.0,1,B
16,Female,9.8,73.3,79,High School,1,0,6.5,High,7,0,0,1,74.8,1,B
16,Male,7.9,57.5,93,Bachelor,0,1,9.3,Medium,0,14,0,1,86.2,1,A
20,Female,8.5,65.0,51,Master,1,1,7.2,High,0,3,1,0,70.6,1,B
16,Male,2.4,62.6,60,Bachelor,1,0,6.0,Medium,18,5,1,0,70.6,1,B
17,Male,9.6,92.6,79,None,0,1,5.2,Medium,9,1,0,0,96.7,1,A
15,Female,2.0,94.3,58,Bachelor,1,1,8.8,Medium,17,1,0,0,85.2,1,A
21,Female,9.5,69.6,42,None,0,0,7.7,Low,11,0,1,1,74.3,1,B
18,Female,9.9,59.8,57,Bachelor,1,1,6.8,Low,16,8,0,0,100.0,1,A
16,Female,7.1,46.4,92,High School,1,1,5.3,High,0,2,1,1,50.3,1,C
19,Female,9.8,97.2,90,Bachelor,1,1,6.0,Medium,7,1,0,0,100.0,1,A
16,Female,5.7,43.6,58,None,1,0,9.8,Low,9,3,1,1,48.5,1,D
19,Female,2.6,57.9,86,Master,1,0,7.1,Medium,9,5,0,0,67.3,1,B
17,Male,4.4,57.9,45,Master,1,1,6.4,High,17,0,0,1,65.4,1,B
19,Male,5.9,59.2,55,Master,0,0,7.1,Low,8,8,0,1,67.5,1,B
18,Male,0.7,49.9,47,None,1,1,8.7,High,1,8,1,0,43.1,1,D
15,Male,6.2,87.0,87,Bachelor,1,0,6.0,Low,2,7,1,0,92.4,1,A
19,Male,9.8,47.3,57,Master,1,1,5.1,Medium,1,5,0,0,70.8,1,B
19,Female,1.9,78.1,91,Master,1,1,7.5,High,5,3,0,0,60.9,1,C
15,Male,7.9,47.4,87,Master,1,0,8.0,Low,11,1,0,1,84.3,1,A
18,Male,9.1,44.2,82,High School,1,0,8.3,Low,18,7,0,0,100.0,1,A
16,Male,9.4,94.6,78,None,0,1,9.3,Medium,14,6,0,1,97.0,1,A
19,Male,9.6,51.4,88,None,1,1,6.2,High,18,11,0,0,100.0,1,A
15,Male,5.2,89.3,88,None,0,0,4.5,High,11,13,0,0,75.4,1,B
17,Male,9.8,72.7,51,None,1,1,9.8,High,17,3,0,0,91.7,1,A
15,Male,7.6,44.7,84,None,0,0,6.6,Medium,15,2,1,0,78.5,1,B
17,Female,1.6,97.3,49,High School,0,0,7.7,Low,1,14,0,0,60.2,1,C
18,Female,4.8,54.8,46,Bachelor,1,1,8.0,Low,10,5,0,1,69.8,1,B
16,Male,7.2,91.6,85,High School,1,0,7.3,High,11,14,0,1,83.4,1,A
15,Female,2.5,50.1,94,Master,1,1,5.2,Low,4,14,1,0,80.0,1,A
21,Female,6.4,91.2,40,High School,1,0,8.5,High,5,0,1,0,59.3,1,C
21,Female,6.7,40.8,88,None,1,0,8.8,Medium,10,1,1,0,70.5,1,B
20,Female,1.6,70.7,75,High School,0,0,7.3,Medium,9,6,0,0,60.3,1,C
19,Male,5.7,86.2,60,None,1,1,6.9,Medium,3,10,0,0,80.2,1,A
18,Female,7.7,96.1,76,High School,1,1,4.7,High,8,2,1,0,96.9,1,A
15,Female,5.0,94.6,91,None,1,1,4.5,Low,11,13,0,1,100.0,1,A
21,Female,0.1,89.2,63,Master,1,0,6.0,Medium,9,12,0,0,74.1,1,B
19,Male,0.1,93.3,94,None,1,0,5.9,High,13,0,1,0,64.7,1,C
21,Male,3.6,52.0,64,High School,1,1,9.7,High,4,1,0,1,46.0,1,D
15,Male,9.3,57.1,46,Master,0,0,8.7,Medium,0,9,0,0,66.7,1,B
17,Male,2.3,57.3,81,High School,1,1,8.0,Medium,4,9,0,1,58.2,1,C
15,Male,6.3,62.6,56,Master,1,0,7.1,Medium,15,13,0,0,80.0,1,A
20,Male,2.2,63.6,68,Bachelor,1,1,5.0,Low,4,8,0,0,70.5,1,B
15,Male,3.2,72.7,69,Bachelor,1,0,9.9,Low,4,6,0,0,67.5,1,B
15,Female,8.5,49.6,46,Bachelor,0,1,6.3,High,17,6,1,0,84.1,1,A
20,Female,7.3,81.5,72,High School,0,0,4.6,Medium,5,13,0,0,69.8,1,B
18,Female,1.0,50.1,46,High School,1,0,7.0,Medium,17,9,0,0,55.0,1,C
15,Male,4.3,58.6,97,Master,1,0,9.2,Low,9,7,0,0,92.3,1,A
20,Male,0.3,70.2,63,Master,0,0,9.3,Medium,14,14,1,0,73.4,1,B
19,Male,4.8,87.8,50,Master,1,0,4.1,High,10,11,0,0,71.2,1,B
17,Male,6.6,84.4,48,Master,1,1,9.3,Medium,18,11,1,1,100.0,1,A
17,Male,1.2,78.7,51,None,1,1,5.6,Low,12,7,1,1,60.5,1,C
15,Female,2.9,49.3,74,Bachelor,1,1,4.2,High,19,8,1,0,72.0,1,B
18,Female,4.0,72.8,43,None,1,1,9.1,High,2,1,0,1,40.6,1,D
18,Male,9.2,45.2,75,None,1,1,9.2,Medium,15,13,1,0,100.0,1,A
19,Male,9.9,62.6,67,None,1,0,7.6,High,6,7,0,0,78.5,1,B
15,Male,0.4,64.8,96,None,1,0,7.4,Medium,11,7,0,0,57.6,1,C
17,Male,7.6,42.4,52,Bachelor,1,0,8.9,Medium,14,12,0,1,79.8,1,B
18,Female,3.7,56.4,62,None,1,1,8.7,Low,7,4,1,1,72.7,1,B
15,Male,3.9,97.3,58,Master,1,0,9.3,High,16,4,0,0,81.1,1,A
21,Male,7.5,97.2,81,High School,1,0,7.3,Medium,0,3,1,0,86.0,1,A
18,Male,9.2,61.1,76,Master,1,1,9.8,Medium,7,13,0,0,100.0,1,A
20,Male,9.5,42.6,78,High School,1,0,10.0,Medium,13,4,0,0,84.9,1,A
21,Female,5.8,50.7,63,Master,1,1,4.7,High,9,1,1,0,68.2,1,B
18,Male,3.6,63.5,55,Master,0,1,9.1,High,18,1,0,0,73.5,1,B
17,Male,7.9,96.9,72,High School,1,0,7.0,High,7,4,1,0,87.6,1,A
16,Female,2.5,48.5,51,Bachelor,1,0,6.3,Medium,18,10,1,0,72.1,1,B
21,Female,5.6,85.8,73,None,1,0,7.7,High,3,12,0,1,66.0,1,B
19,Female,3.6,46.5,46,Master,1,1,4.3,Medium,9,2,0,0,49.3,1,D
19,Male,6.6,98.9,50,Bachelor,1,0,7.0,High,2,0,0,0,70.4,1,B
17,Male,2.4,62.9,70,None,1,1,9.2,High,3,8,0,0,52.1,1,C
18,Female,1.9,86.5,68,Bachelor,0,1,5.3,Medium,15,1,0,1,65.9,1,B
15,Female,9.2,60.6,52,Bachelor,1,0,6.6,High,3,13,0,0,75.3,1,B
18,Female,1.0,77.7,70,None,1,0,9.6,Medium,19,11,1,0,75.2,1,B
17,Female,5.1,51.5,41,Master,0,1,6.6,High,19,13,0,0,77.1,1,B
19,Female,2.2,48.8,78,Bachelor,1,0,6.2,High,12,9,1,0,54.3,1,C
18,Female,0.4,96.3,54,Master,1,1,6.6,High,16,1,0,0,74.1,1,B
19,Male,0.4,95.1,96,Master,0,0,7.1,High,15,13,0,0,84.7,1,A
21,Male,1.8,93.2,50,Master,0,1,7.8,Low,16,3,0,0,78.5,1,B
15,Male,8.7,77.5,73,None,1,1,8.8,Medium,5,1,1,0,88.8,1,A
21,Female,2.8,88.5,78,High School,1,1,6.7,Low,2,6,0,0,79.2,1,B
19,Female,9.5,44.1,43,Master,1,0,8.9,High,19,14,1,0,86.3,1,A
19,Female,5.8,60.1,50,High School,0,0,7.2,High,3,11,0,1,33.9,0,F
16,Female,4.4,58.8,68,High School,1,1,6.0,Medium,7,9,0,1,68.8,1,B
16,Female,5.8,78.1,41,Bachelor,1,0,7.9,Medium,19,14,0,0,92.5,1,A
21,Female,5.2,61.4,55,Master,1,0,8.3,Medium,8,0,0,0,65.2,1,B
20,Male,7.6,48.9,78,Master,0,1,7.3,Medium,0,10,0,1,71.1,1,B
21,Male,2.8,75.8,52,Master,1,0,4.3,High,12,1,1,1,56.2,1,C
16,Female,3.5,88.9,76,High School,1,0,5.0,Medium,1,10,1,1,62.0,1,C
19,Male,8.9,62.9,56,None,1,0,5.7,Low,9,4,1,0,77.0,1,B
17,Female,9.5,47.9,60,High School,1,1,5.7,Medium,18,14,1,0,100.0,1,A
21,Male,8.9,51.8,83,Master,1,1,8.0,Medium,16,1,1,1,99.2,1,A
19,Female,4.2,54.2,99,Master,1,0,4.1,Low,12,8,1,1,77.3,1,B
17,Female,7.8,58.0,58,Master,1,0,8.5,Low,13,3,0,0,96.4,1,A
17,Male,4.8,78.6,46,High School,1,0,5.6,Low,10,8,0,1,66.1,1,B
16,Male,5.0,76.1,77,Master,1,1,5.9,Low,9,10,0,1,85.4,1,A
21,Female,2.0,81.8,47,Bachelor,1,0,7.2,Medium,6,11,0,0,69.7,1,B
18,Female,5.9,61.8,52,Master,1,1,5.3,Low,9,0,1,0,82.2,1,A
15,Male,1.9,89.4,76,None,1,0,9.3,High,0,0,0,0,52.3,1,C
16,Male,3.3,52.2,41,Bachelor,1,1,4.5,Medium,13,0,1,0,56.3,1,C
16,Female,8.6,68.1,80,Master,1,0,6.7,High,2,13,1,1,92.8,1,A
18,Male,2.1,88.1,50,Bachelor,1,1,9.1,Medium,12,3,0,0,70.6,1,B
15,Female,0.7,50.8,63,Master,0,0,7.7,Medium,1,8,0,1,25.4,0,F
19,Female,0.7,46.6,45,None,1,0,5.8,High,16,7,0,1,32.3,0,F
20,Female,9.4,93.0,65,Master,1,1,6.5,Low,2,6,0,0,100.0,1,A
21,Female,5.1,60.6,46,Bachelor,1,1,8.2,Low,14,14,0,0,79.5,1,B
20,Male,4.1,81.0,96,None,1,0,9.8,High,7,0,0,0,67.2,1,B
19,Male,8.1,41.5,78,High School,1,1,9.4,Low,5,2,0,0,82.3,1,A
16,Male,8.4,81.4,58,None,1,1,6.1,Medium,8,8,0,0,91.5,1,A
15,Male,3.3,59.0,45,None,1,1,10.0,Medium,10,14,0,0,73.4,1,B
16,Male,6.9,43.3,82,None,1,0,4.0,Medium,1,8,0,0,55.3,1,C
17,Male,7.7,76.6,68,Bachelor,1,1,4.2,Low,8,4,1,0,93.1,1,A
16,Male,6.5,54.4,82,None,1,0,8.9,Low,17,11,0,0,100.0,1,A
16,Female,1.5,63.2,78,Master,0,0,5.2,High,18,12,1,0,69.9,1,B
19,Male,8.8,44.8,41,None,1,1,4.4,Medium,17,5,1,1,74.4,1,B
19,Male,5.4,48.8,58,None,1,0,5.4,High,4,10,1,0,50.4,1,C
19,Female,2.8,57.9,43,Master,1,0,6.6,Low,17,12,0,1,74.2,1,B
20,Male,4.3,45.4,97,Master,1,1,8.4,High,11,5,0,1,67.8,1,B
17,Male,0.4,94.6,45,High School,1,1,7.7,Low,3,9,0,1,63.2,1,C
19,Female,1.3,40.4,88,None,0,0,5.4,Medium,14,3,0,0,46.1,1,D
15,Male,7.7,69.0,96,Bachelor,0,0,7.0,Medium,10,0,1,1,84.6,1,A
20,Male,0.0,47.4,76,None,1,1,9.6,Low,18,4,0,0,65.8,1,B
18,Male,4.2,58.5,67,None,1,0,8.9,Low,4,12,1,0,71.4,1,B
15,Female,5.2,95.6,69,Master,0,1,5.9,Low,5,0,1,1,74.4,1,B
21,Male,0.5,49.7,46,High School,1,1,9.9,Medium,12,0,0,0,53.5,1,C
21,Male,9.7,97.9,48,None,1,0,8.3,Low,9,10,1,1,96.2,1,A
15,Female,2.3,52.3,64,Bachelor,1,1,4.4,Medium,13,4,0,0,60.2,1,C
19,Male,3.0,84.5,72,None,1,1,4.2,High,3,4,0,0,57.3,1,C
18,Female,3.0,72.8,40,Bachelor,1,0,5.0,Medium,19,6,0,0,62.5,1,C
18,Female,2.3,93.1,90,Master,1,1,8.4,High,11,1,1,1,74.2,1,B
20,Male,0.0,73.2,45,High School,1,1,5.1,Medium,14,14,0,0,70.0,1,B
18,Female,7.3,72.1,57,None,1,1,7.1,Medium,9,5,1,1,78.1,1,B
21,Female,9.7,51.7,49,High School,1,1,4.6,Low,10,1,0,0,73.1,1,B
17,Male,2.2,50.0,67,None,1,0,9.5,Medium,8,14,0,0,55.1,1,C
19,Female,6.6,95.0,50,Bachelor,0,0,6.1,Low,10,12,0,0,89.2,1,A
18,Female,7.4,59.7,72,High School,1,0,9.4,Low,1,9,0,0,85.7,1,A
20,Male,8.5,62.3,40,None,1,0,9.7,Low,12,4,0,0,79.6,1,B
21,Male,4.2,85.6,52,Master,1,0,4.0,Medium,7,3,0,0,68.3,1,B
17,Male,3.0,60.3,76,Bachelor,1,1,6.8,Low,7,10,1,0,79.9,1,B
16,Female,3.3,97.1,59,High School,1,1,4.1,High,0,9,0,1,57.2,1,C
16,Male,7.1,84.3,40,None,1,1,9.5,High,5,4,1,0,73.7,1,B
17,Female,8.2,75.8,91,High School,1,1,7.1,Medium,12,1,0,0,100.0,1,A
21,Female,1.8,92.9,42,None,1,1,4.4,Low,8,7,0,0,61.6,1,C
20,Female,3.7,43.0,57,Bachelor,1,0,4.7,High,5,7,0,0,39.2,0,F
17,Female,9.0,55.4,80,Master,1,1,6.3,Medium,14,5,0,0,100.0,1,A
19,Female,8.1,67.9,53,Bachelor,1,0,9.6,Medium,15,2,1,0,92.0,1,A
19,Female,9.8,53.6,70,High School,0,1,8.2,Medium,3,3,1,0,76.0,1,B
16,Female,7.5,84.6,66,High School,1,1,9.2,Medium,16,0,1,0,100.0,1,A
18,Male,3.9,95.2,56,None,0,0,6.2,Medium,8,8,1,0,74.5,1,B
20,Male,5.9,65.4,94,Bachelor,1,1,4.3,Low,11,9,1,0,99.5,1,A
16,Female,6.6,60.5,85,None,1,1,9.8,Low,18,4,1,0,100.0,1,A
18,Female,0.8,97.7,68,Bachelor,1,0,4.1,Low,19,13,1,1,82.8,1,A
18,Male,5.4,66.7,75,High School,1,1,9.7,Low,11,7,0,0,82.9,1,A
19,Female,7.1,69.3,76,None,1,0,6.2,Medium,5,2,0,1,64.6,1,C
21,Male,1.7,61.1,65,None,1,0,4.1,Medium,11,3,1,1,34.2,0,F
15,Male,7.8,94.6,92,Bachelor,1,1,8.1,High,8,3,0,0,100.0,1,A
21,Male,5.8,74.1,56,Master,1,1,9.9,High,19,7,1,1,91.1,1,A
15,Female,9.5,85.7,61,Bachelor,1,1,9.8,Low,4,14,0,0,100.0,1,A
17,Female,0.4,88.7,64,Master,1,1,5.0,Medium,2,11,1,1,66.1,1,B
19,Male,2.7,60.5,41,Bachelor,1,0,5.1,High,1,8,0,0,38.7,0,F
18,Male,6.0,66.0,94,High School,1,1,7.4,High,7,2,0,0,63.6,1,C
20,Male,3.0,90.9,61,None,1,1,7.8,High,9,6,0,0,59.6,1,C
15,Male,7.1,61.8,44,Bachelor,0,1,8.4,High,14,8,1,1,71.2,1,B
21,Male,7.6,87.6,43,High School,0,0,5.1,Low,8,1,0,0,68.4,1,B
18,Female,1.0,96.5,75,Bachelor,1,1,9.8,Medium,9,3,1,1,80.8,1,A
15,Male,5.1,77.4,45,None,0,1,7.8,Low,10,2,1,1,70.5,1,B
15,Female,5.1,84.5,91,Bachelor,0,1,9.1,High,8,7,0,0,86.0,1,A
15,Male,3.7,88.3,60,Master,1,1,7.2,High,13,3,1,0,74.5,1,B
20,Female,9.3,90.7,52,None,0,0,6.5,Medium,4,8,0,0,75.7,1,B
19,Female,8.3,63.7,93,Master,1,1,9.9,Medium,8,0,1,0,99.4,1,A
20,Female,7.0,43.1,76,High School,1,1,7.5,Low,3,0,0,1,65.4,1,B
16,Female,7.1,64.1,94,High School,1,0,9.2,Medium,1,3,0,1,68.8,1,B
18,Female,4.6,80.4,64,Bachelor,1,1,9.7,Low,18,2,0,1,94.9,1,A
19,Female,9.2,67.0,65,Master,1,0,8.1,Low,0,2,1,1,74.4,1,B
19,Male,6.9,84.9,94,Master,1,0,7.3,High,0,9,1,0,81.1,1,A
19,Female,7.3,61.4,78,None,1,1,4.0,Low,11,11,0,0,94.0,1,A
21,Male,8.6,78.1,59,Master,1,0,4.2,High,10,1,0,1,69.9,1,B
19,Female,2.7,51.2,72,Master,0,0,5.2,Low,0,13,1,1,47.1,1,D
20,Female,8.1,85.0,53,None,1,1,5.1,Low,13,9,0,0,95.3,1,A
19,Male,2.0,72.7,95,None,1,0,5.5,Medium,10,9,0,0,65.4,1,B
17,Female,3.5,52.2,75,Master,1,0,5.8,Medium,6,1,0,1,47.0,1,D
18,Male,3.4,57.5,56,Bachelor,1,0,6.2,High,1,7,0,0,41.0,1,D
19,Male,9.8,84.9,60,None,1,0,6.5,Medium,14,0,1,0,93.2,1,A
18,Male,8.6,69.0,85,None,1,1,4.6,Low,7,13,1,0,100.0,1,A
17,Male,7.0,53.0,55,Master,1,1,4.3,High,19,14,0,1,82.6,1,A
17,Female,7.3,98.0,85,Master,1,1,8.0,High,14,7,1,1,100.0,1,A
18,Female,5.6,82.9,55,None,0,1,7.2,High,7,9,1,1,75.8,1,B
15,Male,9.5,97.4,95,Master,1,0,6.7,Low,9,2,0,0,100.0,1,A
16,Female,5.0,65.6,59,None,1,1,7.8,Medium,18,1,0,0,83.2,1,A
21,Female,3.8,68.5,68,Bachelor,1,1,9.0,High,2,8,1,0,63.5,1,C
15,Male,1.6,93.9,67,Bachelor,0,1,6.6,Low,19,4,0,1,91.6,1,A
15,Female,7.9,71.5,47,None,1,1,7.8,Medium,13,14,0,0,96.8,1,A
20,Male,7.3,82.4,63,None,1,1,9.7,Medium,8,13,1,0,100.0,1,A
21,Male,3.8,55.1,42,High School,1,1,9.0,High,8,4,1,1,51.8,1,C
21,Female,0.3,66.8,64,High School,1,0,6.6,Low,5,12,1,0,51.4,1,C
15,Female,8.4,47.4,58,Master,0,1,7.9,Medium,7,5,0,1,79.5,1,B
19,Female,0.1,52.4,72,Master,1,0,5.1,Low,10,3,1,0,58.6,1,C
20,Male,7.0,40.1,41,None,1,0,7.4,Medium,7,6,1,0,56.4,1,C
20,Male,9.7,42.4,54,None,1,0,9.9,High,11,6,1,0,74.5,1,B
17,Female,4.4,98.6,61,High School,1,0,7.1,High,9,10,1,1,66.4,1,B
21,Female,2.3,54.5,99,High School,1,0,9.6,Medium,3,8,1,1,52.0,1,C
15,Female,7.0,79.8,49,None,1,0,6.4,Low,15,5,1,0,89.2,1,A
17,Female,8.2,90.3,57,Bachelor,0,1,10.0,Medium,19,12,0,0,100.0,1,A
18,Male,5.5,73.0,61,Bachelor,1,1,7.5,Low,5,0,1,1,73.3,1,B
16,Female,9.7,49.2,85,Master,1,1,4.3,Medium,8,8,0,0,92.9,1,A
20,Male,0.5,83.7,88,None,1,0,7.5,High,4,11,1,0,53.3,1,C
18,Male,5.0,76.0,66,None,1,1,5.6,Low,5,12,1,0,81.9,1,A
18,Female,7.2,83.9,52,Master,1,1,4.2,High,16,9,0,1,80.2,1,A
19,Female,8.6,86.2,72,High School,1,0,8.9,Low,16,8,0,0,100.0,1,A
16,Female,1.8,98.5,44,High School,1,1,5.7,Medium,12,4,1,0,73.0,1,B
18,Male,8.0,74.4,65,Bachelor,1,1,8.8,High,16,6,0,1,94.9,1,A
18,Female,5.5,60.5,52,None,1,0,5.7,High,13,0,0,0,41.8,1,D
16,Female,4.0,78.9,66,High School,1,1,5.2,Low,1,3,0,0,69.9,1,B
16,Male,1.3,44.1,96,Bachelor,1,1,9.8,Low,18,11,0,0,96.9,1,A
18,Female,8.7,93.8,53,Bachelor,1,0,6.2,Low,2,9,1,1,89.1,1,A
16,Male,1.6,47.2,63,Bachelor,1,0,7.6,High,1,3,0,1,29.6,0,F
18,Female,3.1,59.7,42,High School,1,0,7.7,Medium,1,4,0,0,41.5,1,D
18,Male,2.9,88.9,86,High School,1,0,7.4,Low,6,5,1,1,77.6,1,B
19,Female,8.7,75.8,90,None,0,1,9.5,Medium,3,3,1,0,99.8,1,A
15,Female,6.7,63.6,88,None,0,1,8.0,Low,16,5,0,1,100.0,1,A
18,Male,8.0,68.4,69,Bachelor,1,0,6.4,Medium,5,9,0,0,83.8,1,A
17,Male,2.5,91.3,74,Bachelor,1,1,9.2,Low,6,6,1,1,80.4,1,A
20,Female,6.2,60.4,87,High School,1,0,5.1,Medium,19,2,0,0,85.5,1,A
21,Male,5.7,92.2,53,High School,1,0,7.3,High,5,8,1,0,64.9,1,C
15,Male,8.3,45.3,51,None,1,0,9.7,Low,8,7,1,1,68.5,1,B
15,Male,9.1,86.6,67,None,1,1,7.8,Low,19,0,0,0,100.0,1,A
15,Male,0.1,90.9,83,Master,1,0,8.9,High,3,12,1,0,78.0,1,B
19,Female,6.7,50.9,68,None,1,0,7.9,Low,4,1,0,1,65.0,1,B
18,Female,0.5,65.8,82,High School,1,0,9.0,Low,18,1,0,0,79.2,1,B
19,Male,5.5,49.9,56,Bachelor,1,1,9.7,High,9,9,1,0,77.1,1,B
18,Male,2.9,82.4,79,Master,1,1,5.6,High,17,8,0,1,74.1,1,B
19,Male,3.1,72.1,88,None,1,0,5.0,Medium,14,11,1,0,79.9,1,B
19,Male,3.5,78.1,60,None,1,0,6.9,High,0,8,1,0,61.1,1,C
20,Female,6.2,51.8,96,High School,1,1,8.2,High,4,8,0,1,73.7,1,B
17,Female,3.3,52.7,62,Master,1,1,5.4,Low,4,0,1,1,61.2,1,C
19,Male,7.3,42.5,59,None,0,0,4.0,High,7,6,0,0,36.4,0,F
20,Male,4.0,59.3,50,Bachelor,1,1,6.1,Low,19,14,0,0,95.3,1,A
16,Male,0.7,73.6,96,High School,1,1,9.8,High,14,11,1,1,73.0,1,B
17,Female,7.8,91.5,96,Master,1,0,8.2,High,16,10,0,0,100.0,1,A
19,Male,2.9,80.0,73,None,1,1,6.4,Medium,18,12,1,0,100.0,1,A
21,Female,4.3,66.1,49,None,1,1,5.2,High,12,2,1,1,55.9,1,C
15,Male,6.9,97.2,49,Master,0,1,6.1,High,9,10,0,0,90.6,1,A
16,Female,3.3,83.2,82,High School,1,0,5.0,Low,16,8,0,0,84.1,1,A
16,Male,0.6,95.8,99,Master,1,0,4.6,Low,4,7,0,0,64.9,1,C
20,Female,3.7,71.7,45,Master,1,0,9.4,Medium,17,2,1,0,73.5,1,B
16,Male,9.4,55.5,75,High School,1,0,10.0,High,16,0,0,0,86.2,1,A
17,Male,6.4,43.2,63,None,1,1,5.0,Low,3,8,0,0,66.3,1,B
19,Male,6.7,83.6,51,Bachelor,0,1,4.3,High,6,12,0,1,75.3,1,B
19,Female,6.3,47.3,82,High School,1,1,6.0,Medium,4,9,0,1,72.2,1,B
21,Male,2.0,58.2,94,Bachelor,1,1,6.8,Low,7,0,1,0,70.4,1,B
15,Female,4.2,71.9,62,None,1,0,5.2,Low,7,14,1,0,72.5,1,B
20,Female,7.5,73.9,66,Master,1,1,5.8,Medium,10,2,0,1,87.2,1,A
15,Male,1.0,76.0,97,Bachelor,1,1,5.2,High,8,12,0,0,61.4,1,C
16,Male,2.8,50.0,96,None,1,0,8.6,Low,18,5,1,0,84.9,1,A
21,Male,2.8,62.8,84,None,0,1,8.3,Low,18,5,0,1,73.4,1,B
15,Female,4.3,77.0,76,Master,1,0,7.8,Medium,8,13,1,0,87.5,1,A
17,Male,9.8,98.2,45,Master,0,1,6.3,Medium,19,10,0,0,100.0,1,A
19,Female,0.7,83.7,40,None,1,1,9.5,Medium,16,9,0,1,72.1,1,B
16,Female,5.2,95.4,45,None,1,0,9.8,High,15,3,1,0,84.0,1,A
21,Male,1.8,85.7,89,Bachelor,1,1,5.0,High,6,1,0,0,64.5,1,C
15,Male,9.7,75.5,61,None,1,1,5.3,High,2,12,0,0,81.0,1,A
20,Male,1.1,51.5,80,None,1,0,7.2,Medium,18,9,0,0,69.0,1,B
17,Male,4.0,80.0,63,Bachelor,1,0,4.5,Low,7,5,1,1,62.5,1,C
17,Male,7.4,77.4,64,High School,1,0,6.6,High,4,9,1,1,68.4,1,B
15,Male,7.0,76.1,54,Bachelor,1,1,7.5,Medium,5,4,0,0,69.0,1,B
19,Female,4.2,69.4,65,Bachelor,1,1,7.1,High,1,12,1,0,70.6,1,B
15,Female,3.5,71.7,47,Master,1,1,6.0,Low,18,5,0,1,68.9,1,B
16,Female,4.0,60.1,90,Bachelor,1,1,7.3,Low,12,6,0,0,93.5,1,A
15,Male,2.6,71.2,63,None,1,1,9.8,Medium,5,10,1,0,81.7,1,A
17,Female,2.1,51.9,87,None,1,0,5.2,Low,5,8,1,0,60.1,1,C
21,Female,4.8,88.3,77,None,1,1,7.9,Medium,1,11,0,0,85.5,1,A
15,Female,2.7,51.1,45,High School,1,0,4.3,Medium,4,11,0,0,49.0,1,D
19,Female,2.9,45.1,93,None,1,0,4.4,Medium,10,13,0,0,60.3,1,C
